tug_type,request_id,request_number,tug_number,spk_number,spk_id,vessel_name,destination_port,warehouse,status,created_at,created_by,notes,work_order_ref,item_no,spare_part_id,spare_part_name,part_number,requested_qty,approved_qty,unit,unit_price,remaining_stock,item_notes
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,14,sp-juli-266,AMPLAS ROLL GRIT 150,-,20,20,METER,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,15,sp-juli-267,AMPLAS ROLL GRIT 180,-,20,20,METER,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,16,sp-juli-268,AMPLAS ROLL GRIT 240,-,20,20,METER,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,17,sp-juli-269,AMPLAS ROLL GRIT 320,-,20,20,METER,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,18,sp-juli-270,AMPLAS ROLL GRIT 400,-,20,20,METER,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,19,sp-juli-271,AMPLAS ROLL GRIT 500,-,20,20,METER,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,20,sp-juli-272,AMPLAS ROLL GRIT 800,-,20,20,METER,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,21,sp-juli-273,AMPLAS ROLL GRIT 1000,-,20,20,METER,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,22,sp-juli-274,MATA GERGAJI BESI 12,-,20,20,PCS,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,23,sp-juli-275,OIL SPILL DIPERSANT @20L,-,1,1,PCS,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,24,sp-juli-276,AVR GENERATOR (DST-100-2FA4),-,2,2,UNIT,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,25,sp-juli-277,MCCB 100A 3POLE 415V (SCHNEIDER),-,2,2,PCS,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,26,sp-juli-278,WATER JET CLEANER (KARCHER K2 / 1400W / 120BAR),-,1,1,UNIT,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,27,sp-juli-279,ELECTRIC BARREL PUMP 220VAC (DYB-60YT-1),-,1,1,UNIT,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,28,sp-juli-280,TAP & DIE SET 40PCS (TEKIRO),-,1,1,SET,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,29,sp-juli-281,BATTERY HYDROMETER TESTER,-,3,3,PCS,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,30,sp-juli-282,MESIN GENSET/LAS (FIRMAN FGW 160C) GASOLINE,-,1,1,UNIT,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,31,sp-juli-283,EAR MUFF GOSAVE,-,6,6,PCS,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-20,MR-2026-000020,,0998.SPK/BA.202/BA010102/2026,spk-juli-20,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0998.SPK/BA.202/BA010102/2026,32,sp-juli-284,BOSCH IMPACT WRENCH CORDLESS SET (560NM),-,1,1,SET,0,10,Permintaan SPK 0998.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,1,sp-juli-285,RINSO DETERGENT BUBUK (1KG) @12PCS PER BOX,-,15,15,BOX,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,2,sp-juli-286,SUNLIGHT SABUN CUCI PIRING (1L) @6PCS PER BOX,-,10,10,BOX,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,3,sp-juli-287,PORSTEX PEMBERSIH LANTAI (1L) @12PCS PER BOX,-,5,5,BOX,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,4,sp-juli-288,REFILL CLING PEMBERSIH KACA (500ML) @12PCS PER BOX,-,4,4,BOX,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,5,sp-juli-289,LAKBAN KERTAS 1,-,20,20,LUSIN,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,6,sp-juli-290,PEL LANTAI + GAGANG (MODEL: SUMBU),-,15,15,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,7,sp-juli-291,SIKAT LANTAI + GAGANG (BAHAN: PLASTIK),-,15,15,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,8,sp-juli-292,SAPU LANTAI + GAGANG (BAHAN: PLASTIK),-,15,15,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,9,sp-juli-293,"BATTERY ALKALINE AA 1,5V @ 72PCS PER BOX",-,2,2,BOX,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,10,sp-juli-294,"BATTERY ALKALINE AAA 1,5V @72 PCS PER BOX",-,2,2,BOX,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,11,sp-juli-295,BATTERY ALKALINE D/LR20 @24PCS PER BOX,-,2,2,BOX,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,12,sp-juli-296,REGULATOR KOMPOR GAS MODEL JEPIT (MERK DESTEC),-,5,5,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,13,sp-juli-297,SENTER RECHARGERABLE (DONY MS-309 50WATT),-,10,10,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,14,sp-juli-298,BAN DAPRA UK1000/R20 (BEKAS TRUCK),-,10,10,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,15,sp-juli-299,DEE SHACKLE 5/8 (GALVANIS),-,50,50,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,16,sp-juli-300,REFLECTIVE TAPE PUTIH (2 x 45MTR),-,2,2,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,17,sp-juli-301,BAYGON SPRAY 750ML,-,20,20,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,18,sp-juli-302,STELLA SPRAY 175ML,-,20,20,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,19,sp-juli-303,KESET KAKI,-,20,20,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,20,sp-juli-304,LAMPU SINYAL LED TENAGA SURYA (KUNING/MERAH),-,4,4,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,21,sp-juli-305,PILOT LADDER 6MTR SOLAS (CCS CERTIFICATE),-,1,1,PCS,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-21,MR-2026-000021,,0997.SPK/BA.202/BA010102/2026,spk-juli-21,Srikandi Baruna 2206,,,Approved,2026-07-01T08:00:00.000Z,,,0997.SPK/BA.202/BA010102/2026,22,sp-juli-306,SARUNG TANGAN BINTIK KUNING,-,25,25,LUSIN,0,10,Permintaan SPK 0997.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,1,sp-juli-307,Hydraulic Filter (JIMCO) JHC-88004,-,6,6,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,2,sp-juli-308,Fuel Filter (JIMCO) JFC-88030,-,24,24,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,3,sp-juli-309,V Belt (Mitsuboshi REMF-6310),-,4,4,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,4,sp-juli-310,V Belt (Mitsuboshi RECMF-8460),-,2,2,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,5,sp-juli-311,V Belt (Bando B-46),-,4,4,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,6,sp-juli-312,Kunci Filter Sabuk 9 (Tekiro),-,2,2,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,7,sp-juli-313,Oring Repair Kit NBR70 @Ostynn FKM75 JIS B2410 (Metric),-,1,1,Set,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,8,sp-juli-314,Oring Repair Kit NBR70 @Ostynn FKM75 AS568 (Inch),-,1,1,Set,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,9,sp-juli-315,Stop Kontak Kabel Roll 50Meter 220V,-,1,1,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,10,sp-juli-316,Injector Diesel Tester 60MPa (Bosch Zexel S60H)  / Equivalent,-,1,1,Unit,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,11,sp-juli-307,Hydraulic Filter (JIMCO) JHC-88004,-,6,6,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,12,sp-juli-308,Fuel Filter (JIMCO) JFC-88030,-,24,24,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,13,sp-juli-309,V Belt (Mitsuboshi REMF-6310),-,4,4,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,14,sp-juli-310,V Belt (Mitsuboshi RECMF-8460),-,2,2,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,15,sp-juli-311,V Belt (Bando B-46),-,4,4,Pcs,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,16,sp-juli-317,Ring Tembaga Contain 30Set (568Pcs),-,1,1,Set,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,17,sp-juli-313,Oring Repair Kit NBR70 @Ostynn FKM75 JIS B2410 (Metric),-,1,1,Set,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-22,MR-2026-000022,,1018.SPK/BA.202/BA010102/2026,spk-juli-22,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,1018.SPK/BA.202/BA010102/2026,18,sp-juli-314,Oring Repair Kit NBR70 @Ostynn FKM75 AS568 (Inch),-,1,1,Set,0,10,Permintaan SPK 1018.SPK/BA.202/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,1,sp-juli-318,MERAK (PICK UP),-,2,2,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,2,sp-juli-319,MERAK (CDE),-,2,2,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,3,sp-juli-320,MERAK (CDD),-,3,3,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,4,sp-juli-321,JEPARA (PICK UP),-,2,2,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,5,sp-juli-322,JEPARA (CDE),-,1,1,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,6,sp-juli-323,PAITON (PICK UP),-,2,2,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,7,sp-juli-324,PAITON (CDD),-,6,6,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,8,sp-juli-325,LAMPUNG (PICK UP),-,2,2,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,9,sp-juli-326,LAMPUNG (CDE),-,3,3,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,10,sp-juli-327,LAMPUNG (CDD),-,1,1,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,11,sp-juli-328,TUBAN (PICK UP),-,1,1,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,12,sp-juli-329,CILACAP (PICK UP),-,1,1,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,13,sp-juli-330,PAITON - JEPARA,-,1,1,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
TUG5_TUG6,mr-tug5-23,MR-2026-000023,,0675.SPK/TU.006/BA010102/2026,spk-juli-23,Kartini Baruna,,,Approved,2026-07-02T08:00:00.000Z,,,0675.SPK/TU.006/BA010102/2026,14,sp-juli-331,JABODETABEK,-,53,53,lot,0,10,Permintaan SPK 0675.SPK/TU.006/BA010102/2026
